ccode,country,group,name,numcode,year,intercon,rebellion,rebellion_binary,groupcon,aggdifxx,polity2,gdppc,country_pop
2,USA,AFRICAN-AMERICANS,BLA,201,1960,1,0,0,0,6,10,-0.05595575364548317,0.8002787444968371
2,USA,AFRICAN-AMERICANS,BLA,201,1961,1,1,0,0,6,10,-0.04817077113911405,0.8196970475689023
2,USA,AFRICAN-AMERICANS,BLA,201,1962,1,1,0,0,6,10,-0.02495178224167535,0.8380029776504153
2,USA,AFRICAN-AMERICANS,BLA,201,1963,1,2,0,0,6,10,-0.007837215895746761,0.855389431791761
2,USA,AFRICAN-AMERICANS,BLA,201,1964,1,2,0,0,6,10,0.018282284076067398,0.8724093815373757
2,USA,AFRICAN-AMERICANS,BLA,201,1965,1,3,1,0,6,10,0.051495290932134806,0.8879311641916687
2,USA,AFRICAN-AMERICANS,BLA,201,1966,1,3,1,0,6,10,0.09324823548433395,0.9024434522822817
2,USA,AFRICAN-AMERICANS,BLA,201,1967,1,3,1,0,6,8,0.11814757787236124,0.9162806006965479
2,USA,AFRICAN-AMERICANS,BLA,201,1968,1,2,0,0,6,8,0.16523209090684263,0.9291018246454545
2,USA,AFRICAN-AMERICANS,BLA,201,1969,1,2,0,0,6,8,0.2092681393451593,0.9417751608557328
2,USA,AFRICAN-AMERICANS,BLA,201,1970,1,2,0,0,6,8,0.23574466096175392,0.9570461773445257
2,USA,AFRICAN-AMERICANS,BLA,201,1971,1,2,0,0,6,8,0.28487093512736616,0.9738217908263197
2,USA,AFRICAN-AMERICANS,BLA,201,1972,1,1,0,0,6,8,0.3483452724497317,0.9881926210799837
2,USA,AFRICAN-AMERICANS,BLA,201,1973,1,1,0,0,6,8,0.4311651089405269,1.0011360131608007
2,USA,AFRICAN-AMERICANS,BLA,201,1974,1,0,0,0,6,10,0.4965643638266979,1.0136421719274122
2,USA,AFRICAN-AMERICANS,BLA,201,1975,1,0,0,0,6,10,0.5719742943761338,1.027267133586255
2,USA,AFRICAN-AMERICANS,BLA,201,1976,1,0,0,0,6,10,0.6755476373806544,1.0405255908493671
2,USA,AFRICAN-AMERICANS,BLA,201,1977,1,0,0,0,6,10,0.7882270500818679,1.054697094150967
2,USA,AFRICAN-AMERICANS,BLA,201,1978,1,0,0,0,6,10,0.9339181368338936,1.0697816434910548
2,USA,AFRICAN-AMERICANS,BLA,201,1979,1,0,0,0,6,10,1.0791988034371571,1.0856635006393993
2,USA,AFRICAN-AMERICANS,BLA,201,1980,1,0,0,0,6,10,1.1971541140850028,1.0996163872838964
2,USA,AFRICAN-AMERICANS,BLA,201,1981,1,0,0,0,6,10,1.3806895073001322,1.1140257969476375
2,USA,AFRICAN-AMERICANS,BLA,201,1982,1,0,0,0,6,10,1.4406331409065285,1.1281587208391604
2,USA,AFRICAN-AMERICANS,BLA,201,1983,1,0,0,0,6,10,1.5860274796315978,1.1418415516131188
2,USA,AFRICAN-AMERICANS,BLA,201,1984,1,0,0,0,6,10,1.7926159597063065,1.1549135417275256
2,USA,AFRICAN-AMERICANS,BLA,201,1985,1,0,0,0,6,10,1.9387301610350316,1.1684099053527788
2,USA,AFRICAN-AMERICANS,BLA,201,1986,1,0,0,0,6,10,2.0480142834427446,1.1826135581627761
2,USA,AFRICAN-AMERICANS,BLA,201,1987,1,0,0,0,6,10,2.1747590487244164,1.1964764261837604
2,USA,AFRICAN-AMERICANS,BLA,201,1988,1,0,0,0,6,10,2.3552496495787136,1.210686508895437
2,USA,AFRICAN-AMERICANS,BLA,201,1989,1,0,0,0,6,10,2.543869987296189,1.225603880791858
2,USA,AFRICAN-AMERICANS,BLA,201,1990,1,0,0,0,6,10,2.678961905290512,1.2436333251011529
2,USA,AFRICAN-AMERICANS,BLA,201,1991,1,0,0,0,6,10,2.738379146310322,1.2652249349408862
2,USA,AFRICAN-AMERICANS,BLA,201,1992,1,0,0,0,6,10,2.8794023637247776,1.2879417775745305
2,USA,AFRICAN-AMERICANS,BLA,201,1993,1,0,0,0,6,10,3.0062242792910125,1.3098355927932
2,USA,AFRICAN-AMERICANS,BLA,201,1994,1,0,0,0,6,10,3.1774797963370025,1.33045628747933
2,USA,AFRICAN-AMERICANS,BLA,201,1995,1,0,0,0,6,10,3.30793220605719,1.350723337573088
2,USA,AFRICAN-AMERICANS,BLA,201,1996,1,0,0,0,6,10,3.4751638716116413,1.3707589112063845
2,USA,AFRICAN-AMERICANS,BLA,201,1997,1,0,0,0,6,10,3.6705010198044126,1.391739680386566
2,USA,AFRICAN-AMERICANS,BLA,201,1998,1,0,0,0,6,10,3.853148379183255,1.4122960760559011
2,USA,AFRICAN-AMERICANS,BLA,201,1999,1,0,0,0,6,10,4.0705490724948925,1.432781742806762
2,USA,AFRICAN-AMERICANS,BLA,201,2000,1,0,0,0,6,10,4.309097089238721,1.4528585385397255
2,USA,AFRICAN-AMERICANS,BLA,201,2001,1,0,0,0,NA,10,4.413657599346777,1.470904340518893
2,USA,AFRICAN-AMERICANS,BLA,201,2002,1,0,0,0,NA,10,4.530213211755893,1.4879836896962229
2,USA,AFRICAN-AMERICANS,BLA,201,2003,1,0,0,0,NA,10,4.7231795421417635,1.503947463791964
2,USA,HISPANICS,HIS,202,1960,1,0,0,2,10,10,-0.05595575364548317,0.8002787444968371
2,USA,HISPANICS,HIS,202,1961,1,0,0,2,10,10,-0.04817077113911405,0.8196970475689023
2,USA,HISPANICS,HIS,202,1962,1,0,0,2,10,10,-0.02495178224167535,0.8380029776504153
2,USA,HISPANICS,HIS,202,1963,1,0,0,2,10,10,-0.007837215895746761,0.855389431791761
2,USA,HISPANICS,HIS,202,1964,1,0,0,2,10,10,0.018282284076067398,0.8724093815373757
2,USA,HISPANICS,HIS,202,1965,1,0,0,2,10,10,0.051495290932134806,0.8879311641916687
2,USA,HISPANICS,HIS,202,1966,1,0,0,2,10,10,0.09324823548433395,0.9024434522822817
2,USA,HISPANICS,HIS,202,1967,1,0,0,2,10,8,0.11814757787236124,0.9162806006965479
2,USA,HISPANICS,HIS,202,1968,1,1,0,2,10,8,0.16523209090684263,0.9291018246454545
2,USA,HISPANICS,HIS,202,1969,1,1,0,2,10,8,0.2092681393451593,0.9417751608557328
2,USA,HISPANICS,HIS,202,1970,1,1,0,2,10,8,0.23574466096175392,0.9570461773445257
2,USA,HISPANICS,HIS,202,1971,1,1,0,2,10,8,0.28487093512736616,0.9738217908263197
2,USA,HISPANICS,HIS,202,1972,1,1,0,2,10,8,0.3483452724497317,0.9881926210799837
2,USA,HISPANICS,HIS,202,1973,1,2,0,2,10,8,0.4311651089405269,1.0011360131608007
2,USA,HISPANICS,HIS,202,1974,1,2,0,2,10,10,0.4965643638266979,1.0136421719274122
2,USA,HISPANICS,HIS,202,1975,1,2,0,2,10,10,0.5719742943761338,1.027267133586255
2,USA,HISPANICS,HIS,202,1976,1,2,0,2,10,10,0.6755476373806544,1.0405255908493671
2,USA,HISPANICS,HIS,202,1977,1,2,0,2,10,10,0.7882270500818679,1.054697094150967
2,USA,HISPANICS,HIS,202,1978,1,1,0,2,10,10,0.9339181368338936,1.0697816434910548
2,USA,HISPANICS,HIS,202,1979,1,1,0,2,10,10,1.0791988034371571,1.0856635006393993
2,USA,HISPANICS,HIS,202,1980,1,1,0,2,10,10,1.1971541140850028,1.0996163872838964
2,USA,HISPANICS,HIS,202,1981,1,1,0,2,10,10,1.3806895073001322,1.1140257969476375
2,USA,HISPANICS,HIS,202,1982,1,1,0,2,10,10,1.4406331409065285,1.1281587208391604
2,USA,HISPANICS,HIS,202,1983,1,2,0,2,10,10,1.5860274796315978,1.1418415516131188
2,USA,HISPANICS,HIS,202,1984,1,2,0,2,10,10,1.7926159597063065,1.1549135417275256
2,USA,HISPANICS,HIS,202,1985,1,1,0,2,10,10,1.9387301610350316,1.1684099053527788
2,USA,HISPANICS,HIS,202,1986,1,2,0,2,10,10,2.0480142834427446,1.1826135581627761
2,USA,HISPANICS,HIS,202,1987,1,2,0,2,10,10,2.1747590487244164,1.1964764261837604
2,USA,HISPANICS,HIS,202,1988,1,1,0,2,10,10,2.3552496495787136,1.210686508895437
2,USA,HISPANICS,HIS,202,1989,1,1,0,2,10,10,2.543869987296189,1.225603880791858
2,USA,HISPANICS,HIS,202,1990,1,1,0,2,10,10,2.678961905290512,1.2436333251011529
2,USA,HISPANICS,HIS,202,1991,1,1,0,2,10,10,2.738379146310322,1.2652249349408862
2,USA,HISPANICS,HIS,202,1992,1,1,0,2,10,10,2.8794023637247776,1.2879417775745305
2,USA,HISPANICS,HIS,202,1993,1,0,0,2,10,10,3.0062242792910125,1.3098355927932
2,USA,HISPANICS,HIS,202,1994,1,0,0,2,10,10,3.1774797963370025,1.33045628747933
2,USA,HISPANICS,HIS,202,1995,1,0,0,2,10,10,3.30793220605719,1.350723337573088
2,USA,HISPANICS,HIS,202,1996,1,0,0,2,10,10,3.4751638716116413,1.3707589112063845
2,USA,HISPANICS,HIS,202,1997,1,0,0,2,10,10,3.6705010198044126,1.391739680386566
2,USA,HISPANICS,HIS,202,1998,1,0,0,2,10,10,3.853148379183255,1.4122960760559011
2,USA,HISPANICS,HIS,202,1999,1,0,0,2,10,10,4.0705490724948925,1.432781742806762
2,USA,HISPANICS,HIS,202,2000,1,0,0,2,10,10,4.309097089238721,1.4528585385397255
2,USA,HISPANICS,HIS,202,2001,1,0,0,2,NA,10,4.413657599346777,1.470904340518893
2,USA,HISPANICS,HIS,202,2002,1,0,0,2,NA,10,4.530213211755893,1.4879836896962229
2,USA,HISPANICS,HIS,202,2003,1,0,0,2,NA,10,4.7231795421417635,1.503947463791964
2,USA,NATIVE AMERICANS,IND,203,1960,0,0,0,3,8,10,-0.05595575364548317,0.8002787444968371
2,USA,NATIVE AMERICANS,IND,203,1961,0,0,0,3,8,10,-0.04817077113911405,0.8196970475689023
2,USA,NATIVE AMERICANS,IND,203,1962,0,0,0,3,8,10,-0.02495178224167535,0.8380029776504153
2,USA,NATIVE AMERICANS,IND,203,1963,0,0,0,3,8,10,-0.007837215895746761,0.855389431791761
2,USA,NATIVE AMERICANS,IND,203,1964,0,0,0,3,8,10,0.018282284076067398,0.8724093815373757
2,USA,NATIVE AMERICANS,IND,203,1965,0,0,0,3,8,10,0.051495290932134806,0.8879311641916687
2,USA,NATIVE AMERICANS,IND,203,1966,0,1,0,3,8,10,0.09324823548433395,0.9024434522822817
2,USA,NATIVE AMERICANS,IND,203,1967,0,1,0,3,8,8,0.11814757787236124,0.9162806006965479
2,USA,NATIVE AMERICANS,IND,203,1968,0,2,0,3,8,8,0.16523209090684263,0.9291018246454545
2,USA,NATIVE AMERICANS,IND,203,1969,0,2,0,3,8,8,0.2092681393451593,0.9417751608557328
2,USA,NATIVE AMERICANS,IND,203,1970,0,3,1,3,8,8,0.23574466096175392,0.9570461773445257
2,USA,NATIVE AMERICANS,IND,203,1971,0,2,0,3,8,8,0.28487093512736616,0.9738217908263197
2,USA,NATIVE AMERICANS,IND,203,1972,0,2,0,3,8,8,0.3483452724497317,0.9881926210799837
2,USA,NATIVE AMERICANS,IND,203,1973,0,1,0,3,8,8,0.4311651089405269,1.0011360131608007
2,USA,NATIVE AMERICANS,IND,203,1974,0,1,0,3,8,10,0.4965643638266979,1.0136421719274122
2,USA,NATIVE AMERICANS,IND,203,1975,0,0,0,3,8,10,0.5719742943761338,1.027267133586255
2,USA,NATIVE AMERICANS,IND,203,1976,0,0,0,3,8,10,0.6755476373806544,1.0405255908493671
2,USA,NATIVE AMERICANS,IND,203,1977,0,0,0,3,8,10,0.7882270500818679,1.054697094150967
2,USA,NATIVE AMERICANS,IND,203,1978,0,0,0,3,8,10,0.9339181368338936,1.0697816434910548
2,USA,NATIVE AMERICANS,IND,203,1979,0,0,0,3,8,10,1.0791988034371571,1.0856635006393993
2,USA,NATIVE AMERICANS,IND,203,1980,0,0,0,3,8,10,1.1971541140850028,1.0996163872838964
2,USA,NATIVE AMERICANS,IND,203,1981,0,0,0,3,8,10,1.3806895073001322,1.1140257969476375
2,USA,NATIVE AMERICANS,IND,203,1982,0,0,0,3,8,10,1.4406331409065285,1.1281587208391604
2,USA,NATIVE AMERICANS,IND,203,1983,0,0,0,3,8,10,1.5860274796315978,1.1418415516131188
2,USA,NATIVE AMERICANS,IND,203,1984,0,0,0,3,8,10,1.7926159597063065,1.1549135417275256
2,USA,NATIVE AMERICANS,IND,203,1985,0,0,0,3,8,10,1.9387301610350316,1.1684099053527788
2,USA,NATIVE AMERICANS,IND,203,1986,0,0,0,3,8,10,2.0480142834427446,1.1826135581627761
2,USA,NATIVE AMERICANS,IND,203,1987,0,0,0,3,8,10,2.1747590487244164,1.1964764261837604
2,USA,NATIVE AMERICANS,IND,203,1988,0,0,0,3,8,10,2.3552496495787136,1.210686508895437
2,USA,NATIVE AMERICANS,IND,203,1989,0,0,0,3,8,10,2.543869987296189,1.225603880791858
2,USA,NATIVE AMERICANS,IND,203,1990,0,0,0,3,8,10,2.678961905290512,1.2436333251011529
2,USA,NATIVE AMERICANS,IND,203,1991,0,0,0,3,8,10,2.738379146310322,1.2652249349408862
2,USA,NATIVE AMERICANS,IND,203,1992,0,0,0,3,8,10,2.8794023637247776,1.2879417775745305
2,USA,NATIVE AMERICANS,IND,203,1993,0,0,0,3,8,10,3.0062242792910125,1.3098355927932
2,USA,NATIVE AMERICANS,IND,203,1994,0,0,0,3,8,10,3.1774797963370025,1.33045628747933
2,USA,NATIVE AMERICANS,IND,203,1995,0,0,0,3,8,10,3.30793220605719,1.350723337573088
2,USA,NATIVE AMERICANS,IND,203,1996,0,0,0,3,8,10,3.4751638716116413,1.3707589112063845
2,USA,NATIVE AMERICANS,IND,203,1997,0,0,0,3,8,10,3.6705010198044126,1.391739680386566
2,USA,NATIVE AMERICANS,IND,203,1998,0,0,0,3,8,10,3.853148379183255,1.4122960760559011
2,USA,NATIVE AMERICANS,IND,203,1999,0,0,0,3,8,10,4.0705490724948925,1.432781742806762
2,USA,NATIVE AMERICANS,IND,203,2000,0,0,0,3,8,10,4.309097089238721,1.4528585385397255
2,USA,NATIVE AMERICANS,IND,203,2001,1,0,0,3,NA,10,4.413657599346777,1.470904340518893
2,USA,NATIVE AMERICANS,IND,203,2002,1,0,0,3,NA,10,4.530213211755893,1.4879836896962229
2,USA,NATIVE AMERICANS,IND,203,2003,1,0,0,3,NA,10,4.7231795421417635,1.503947463791964
2,USA,NATIVE HAWAIIANS,NHW,204,1960,0,0,0,0,10,10,-0.05595575364548317,0.8002787444968371
2,USA,NATIVE HAWAIIANS,NHW,204,1961,0,0,0,0,10,10,-0.04817077113911405,0.8196970475689023
2,USA,NATIVE HAWAIIANS,NHW,204,1962,0,0,0,0,10,10,-0.02495178224167535,0.8380029776504153
2,USA,NATIVE HAWAIIANS,NHW,204,1963,0,0,0,0,10,10,-0.007837215895746761,0.855389431791761
2,USA,NATIVE HAWAIIANS,NHW,204,1964,0,0,0,0,10,10,0.018282284076067398,0.8724093815373757
2,USA,NATIVE HAWAIIANS,NHW,204,1965,0,0,0,0,10,10,0.051495290932134806,0.8879311641916687
2,USA,NATIVE HAWAIIANS,NHW,204,1966,0,0,0,0,10,10,0.09324823548433395,0.9024434522822817
2,USA,NATIVE HAWAIIANS,NHW,204,1967,0,0,0,0,10,8,0.11814757787236124,0.9162806006965479
2,USA,NATIVE HAWAIIANS,NHW,204,1968,0,0,0,0,10,8,0.16523209090684263,0.9291018246454545
2,USA,NATIVE HAWAIIANS,NHW,204,1969,0,0,0,0,10,8,0.2092681393451593,0.9417751608557328
2,USA,NATIVE HAWAIIANS,NHW,204,1970,0,0,0,0,10,8,0.23574466096175392,0.9570461773445257
2,USA,NATIVE HAWAIIANS,NHW,204,1971,0,0,0,0,10,8,0.28487093512736616,0.9738217908263197
2,USA,NATIVE HAWAIIANS,NHW,204,1972,0,0,0,0,10,8,0.3483452724497317,0.9881926210799837
2,USA,NATIVE HAWAIIANS,NHW,204,1973,0,0,0,0,10,8,0.4311651089405269,1.0011360131608007
2,USA,NATIVE HAWAIIANS,NHW,204,1974,0,0,0,0,10,10,0.4965643638266979,1.0136421719274122
2,USA,NATIVE HAWAIIANS,NHW,204,1975,0,0,0,0,10,10,0.5719742943761338,1.027267133586255
2,USA,NATIVE HAWAIIANS,NHW,204,1976,0,0,0,0,10,10,0.6755476373806544,1.0405255908493671
2,USA,NATIVE HAWAIIANS,NHW,204,1977,0,0,0,0,10,10,0.7882270500818679,1.054697094150967
2,USA,NATIVE HAWAIIANS,NHW,204,1978,0,0,0,0,10,10,0.9339181368338936,1.0697816434910548
2,USA,NATIVE HAWAIIANS,NHW,204,1979,0,0,0,0,10,10,1.0791988034371571,1.0856635006393993
2,USA,NATIVE HAWAIIANS,NHW,204,1980,0,0,0,0,10,10,1.1971541140850028,1.0996163872838964
2,USA,NATIVE HAWAIIANS,NHW,204,1981,0,0,0,0,10,10,1.3806895073001322,1.1140257969476375
2,USA,NATIVE HAWAIIANS,NHW,204,1982,0,0,0,0,10,10,1.4406331409065285,1.1281587208391604
2,USA,NATIVE HAWAIIANS,NHW,204,1983,0,0,0,0,10,10,1.5860274796315978,1.1418415516131188
2,USA,NATIVE HAWAIIANS,NHW,204,1984,0,0,0,0,10,10,1.7926159597063065,1.1549135417275256
2,USA,NATIVE HAWAIIANS,NHW,204,1985,0,0,0,0,10,10,1.9387301610350316,1.1684099053527788
2,USA,NATIVE HAWAIIANS,NHW,204,1986,0,0,0,0,10,10,2.0480142834427446,1.1826135581627761
2,USA,NATIVE HAWAIIANS,NHW,204,1987,0,0,0,0,10,10,2.1747590487244164,1.1964764261837604
2,USA,NATIVE HAWAIIANS,NHW,204,1988,0,0,0,0,10,10,2.3552496495787136,1.210686508895437
2,USA,NATIVE HAWAIIANS,NHW,204,1989,0,0,0,0,10,10,2.543869987296189,1.225603880791858
2,USA,NATIVE HAWAIIANS,NHW,204,1990,0,0,0,0,10,10,2.678961905290512,1.2436333251011529
2,USA,NATIVE HAWAIIANS,NHW,204,1991,0,0,0,0,10,10,2.738379146310322,1.2652249349408862
2,USA,NATIVE HAWAIIANS,NHW,204,1992,0,0,0,0,10,10,2.8794023637247776,1.2879417775745305
2,USA,NATIVE HAWAIIANS,NHW,204,1993,0,0,0,0,10,10,3.0062242792910125,1.3098355927932
2,USA,NATIVE HAWAIIANS,NHW,204,1994,0,0,0,0,10,10,3.1774797963370025,1.33045628747933
2,USA,NATIVE HAWAIIANS,NHW,204,1995,0,0,0,0,10,10,3.30793220605719,1.350723337573088
2,USA,NATIVE HAWAIIANS,NHW,204,1996,0,0,0,0,10,10,3.4751638716116413,1.3707589112063845
2,USA,NATIVE HAWAIIANS,NHW,204,1997,0,0,0,0,10,10,3.6705010198044126,1.391739680386566
2,USA,NATIVE HAWAIIANS,NHW,204,1998,0,0,0,0,10,10,3.853148379183255,1.4122960760559011
2,USA,NATIVE HAWAIIANS,NHW,204,1999,0,0,0,0,10,10,4.0705490724948925,1.432781742806762
2,USA,NATIVE HAWAIIANS,NHW,204,2000,0,0,0,0,10,10,4.309097089238721,1.4528585385397255
2,USA,NATIVE HAWAIIANS,NHW,204,2001,0,0,0,0,NA,10,4.413657599346777,1.470904340518893
2,USA,NATIVE HAWAIIANS,NHW,204,2002,0,0,0,0,NA,10,4.530213211755893,1.4879836896962229
2,USA,NATIVE HAWAIIANS,NHW,204,2003,0,0,0,0,NA,10,4.7231795421417635,1.503947463791964
20,CANADA,QUEBECOIS,QEB,2001,1960,0,1,0,3,4,10,-0.15390146974508018,-0.2462648547914853
20,CANADA,QUEBECOIS,QEB,2001,1961,0,1,0,3,4,10,-0.15637179097492207,-0.2439372882526244
20,CANADA,QUEBECOIS,QEB,2001,1962,0,1,0,3,4,10,-0.15268458809525853,-0.24173183197655873
20,CANADA,QUEBECOIS,QEB,2001,1963,0,2,0,3,4,10,-0.1388127907194438,-0.2394813663887366
20,CANADA,QUEBECOIS,QEB,2001,1964,0,2,0,3,4,10,-0.11515733433043225,-0.2371601718824401
20,CANADA,QUEBECOIS,QEB,2001,1965,0,2,0,3,4,10,-0.08696522712669147,-0.2348904165895795
20,CANADA,QUEBECOIS,QEB,2001,1966,0,2,0,3,4,10,-0.0507190838821291,-0.23251135296816755
20,CANADA,QUEBECOIS,QEB,2001,1967,0,2,0,3,4,10,-0.0284466477359004,-0.23017086875683254
20,CANADA,QUEBECOIS,QEB,2001,1968,0,2,0,3,4,10,0.003709882402381132,-0.22803614139924128
20,CANADA,QUEBECOIS,QEB,2001,1969,0,2,0,3,4,10,0.043168824304510287,-0.22621004932226563
20,CANADA,QUEBECOIS,QEB,2001,1970,0,2,0,3,4,10,0.0900546018163964,-0.22430679842513607
20,CANADA,QUEBECOIS,QEB,2001,1971,0,2,0,3,4,10,0.1422121399763845,-0.22020431539676658
20,CANADA,QUEBECOIS,QEB,2001,1972,0,1,0,3,4,10,0.2167916673295651,-0.21855548927919283
20,CANADA,QUEBECOIS,QEB,2001,1973,0,1,0,3,4,10,0.31490029172142003,-0.21679810713156422
20,CANADA,QUEBECOIS,QEB,2001,1974,0,0,0,3,4,10,0.4713283695121318,-0.21476502365972236
20,CANADA,QUEBECOIS,QEB,2001,1975,0,0,0,3,4,10,0.5339598829346608,-0.2126090390471787
20,CANADA,QUEBECOIS,QEB,2001,1976,0,0,0,3,4,10,0.7039703158251934,-0.21063806199565904
20,CANADA,QUEBECOIS,QEB,2001,1977,0,0,0,3,4,10,0.7183502528262082,-0.20886318408556054
20,CANADA,QUEBECOIS,QEB,2001,1978,0,0,0,3,4,10,0.7451518437448374,-0.2073369826229164
20,CANADA,QUEBECOIS,QEB,2001,1979,0,0,0,3,4,10,0.8656433773432127,-0.20580447342672462
20,CANADA,QUEBECOIS,QEB,2001,1980,0,0,0,3,4,10,1.0132376804467704,-0.20378469342145764
20,CANADA,QUEBECOIS,QEB,2001,1981,0,0,0,3,4,10,1.1660708219691287,-0.20182840869527563
20,CANADA,QUEBECOIS,QEB,2001,1982,0,0,0,3,4,10,1.1849844969486087,-0.19991855428912123
20,CANADA,QUEBECOIS,QEB,2001,1983,0,0,0,3,4,10,1.3085248408257195,-0.19831423595097292
20,CANADA,QUEBECOIS,QEB,2001,1984,0,0,0,3,4,10,1.3678288804375887,-0.19676718874708385
20,CANADA,QUEBECOIS,QEB,2001,1985,0,0,0,3,4,10,1.3988552550284967,-0.19525575676859747
20,CANADA,QUEBECOIS,QEB,2001,1986,0,0,0,3,4,10,1.4442062928447026,-0.19359580049121652
20,CANADA,QUEBECOIS,QEB,2001,1987,0,0,0,3,4,10,1.6862317124283108,-0.1913689776518699
20,CANADA,QUEBECOIS,QEB,2001,1988,0,0,0,3,4,10,2.0304293918133562,-0.18914972280680004
20,CANADA,QUEBECOIS,QEB,2001,1989,0,0,0,3,4,10,2.2633874785656007,-0.18603100187558944
20,CANADA,QUEBECOIS,QEB,2001,1990,0,0,0,3,4,10,2.3593556690448465,-0.18336672710538027
20,CANADA,QUEBECOIS,QEB,2001,1991,0,0,0,3,4,10,2.401264707359851,-0.1811401678920025
20,CANADA,QUEBECOIS,QEB,2001,1992,0,0,0,3,4,10,2.2848955147985053,-0.17899358379571426
20,CANADA,QUEBECOIS,QEB,2001,1993,0,0,0,3,4,10,2.1855277005707454,-0.1769778096191936
20,CANADA,QUEBECOIS,QEB,2001,1994,0,0,0,3,4,10,2.1611954919995306,-0.17494661010854382
20,CANADA,QUEBECOIS,QEB,2001,1995,0,0,0,3,4,10,2.2500486775505593,-0.1730070431267285
20,CANADA,QUEBECOIS,QEB,2001,1996,0,0,0,3,4,10,2.3304086613311634,-0.1710272313903012
20,CANADA,QUEBECOIS,QEB,2001,1997,0,0,0,3,4,10,2.4092396964066043,-0.16912571656662512
20,CANADA,QUEBECOIS,QEB,2001,1998,0,0,0,3,4,10,2.2943545611910343,-0.1675232243205538
20,CANADA,QUEBECOIS,QEB,2001,1999,0,0,0,3,4,10,2.4628642721643303,-0.16594074192850902
20,CANADA,QUEBECOIS,QEB,2001,2000,0,0,0,3,4,10,2.718469975147412,-0.16411179497518769
20,CANADA,QUEBECOIS,QEB,2001,2001,0,0,0,3,NA,10,2.659260982443148,-0.16195667196946906
20,CANADA,QUEBECOIS,QEB,2001,2002,0,0,0,3,NA,10,2.71572413378834,-0.1597757972075241
20,CANADA,QUEBECOIS,QEB,2001,2003,0,0,0,3,NA,10,3.2437267446992823,-0.1579500330555341
20,CANADA,FRENCH CANADIANS,FCA,2002,1960,0,0,0,0,5,10,-0.15390146974508018,-0.2462648547914853
20,CANADA,FRENCH CANADIANS,FCA,2002,1961,0,0,0,0,5,10,-0.15637179097492207,-0.2439372882526244
20,CANADA,FRENCH CANADIANS,FCA,2002,1962,0,0,0,0,5,10,-0.15268458809525853,-0.24173183197655873
20,CANADA,FRENCH CANADIANS,FCA,2002,1963,0,0,0,0,5,10,-0.1388127907194438,-0.2394813663887366
20,CANADA,FRENCH CANADIANS,FCA,2002,1964,0,0,0,0,5,10,-0.11515733433043225,-0.2371601718824401
20,CANADA,FRENCH CANADIANS,FCA,2002,1965,0,0,0,0,5,10,-0.08696522712669147,-0.2348904165895795
20,CANADA,FRENCH CANADIANS,FCA,2002,1966,0,0,0,0,5,10,-0.0507190838821291,-0.23251135296816755
20,CANADA,FRENCH CANADIANS,FCA,2002,1967,0,0,0,0,5,10,-0.0284466477359004,-0.23017086875683254
20,CANADA,FRENCH CANADIANS,FCA,2002,1968,0,0,0,0,5,10,0.003709882402381132,-0.22803614139924128
20,CANADA,FRENCH CANADIANS,FCA,2002,1969,0,0,0,0,5,10,0.043168824304510287,-0.22621004932226563
20,CANADA,FRENCH CANADIANS,FCA,2002,1970,0,0,0,0,5,10,0.0900546018163964,-0.22430679842513607
20,CANADA,FRENCH CANADIANS,FCA,2002,1971,0,0,0,0,5,10,0.1422121399763845,-0.22020431539676658
20,CANADA,FRENCH CANADIANS,FCA,2002,1972,0,0,0,0,5,10,0.2167916673295651,-0.21855548927919283
20,CANADA,FRENCH CANADIANS,FCA,2002,1973,0,0,0,0,5,10,0.31490029172142003,-0.21679810713156422
20,CANADA,FRENCH CANADIANS,FCA,2002,1974,0,0,0,0,5,10,0.4713283695121318,-0.21476502365972236
20,CANADA,FRENCH CANADIANS,FCA,2002,1975,0,0,0,0,5,10,0.5339598829346608,-0.2126090390471787
20,CANADA,FRENCH CANADIANS,FCA,2002,1976,0,0,0,0,5,10,0.7039703158251934,-0.21063806199565904
20,CANADA,FRENCH CANADIANS,FCA,2002,1977,0,0,0,0,5,10,0.7183502528262082,-0.20886318408556054
20,CANADA,FRENCH CANADIANS,FCA,2002,1978,0,0,0,0,5,10,0.7451518437448374,-0.2073369826229164
20,CANADA,FRENCH CANADIANS,FCA,2002,1979,0,0,0,0,5,10,0.8656433773432127,-0.20580447342672462
20,CANADA,FRENCH CANADIANS,FCA,2002,1980,0,0,0,0,5,10,1.0132376804467704,-0.20378469342145764
20,CANADA,FRENCH CANADIANS,FCA,2002,1981,0,0,0,0,5,10,1.1660708219691287,-0.20182840869527563
20,CANADA,FRENCH CANADIANS,FCA,2002,1982,0,0,0,0,5,10,1.1849844969486087,-0.19991855428912123
20,CANADA,FRENCH CANADIANS,FCA,2002,1983,0,0,0,0,5,10,1.3085248408257195,-0.19831423595097292
20,CANADA,FRENCH CANADIANS,FCA,2002,1984,0,0,0,0,5,10,1.3678288804375887,-0.19676718874708385
20,CANADA,FRENCH CANADIANS,FCA,2002,1985,0,0,0,0,5,10,1.3988552550284967,-0.19525575676859747
20,CANADA,FRENCH CANADIANS,FCA,2002,1986,0,0,0,0,5,10,1.4442062928447026,-0.19359580049121652
20,CANADA,FRENCH CANADIANS,FCA,2002,1987,0,0,0,0,5,10,1.6862317124283108,-0.1913689776518699
