ccode,country,group,name,numcode,year,gc2,groupcon,aggdifxx,intercon,nocomcon,reb,rebel
2,USA,AFRICAN-AMERICANS,BLA,201,1940,1,0,6,1,1,-99,-99
2,USA,AFRICAN-AMERICANS,BLA,201,1941,1,0,6,1,1,-99,-99
2,USA,AFRICAN-AMERICANS,BLA,201,1942,1,0,6,1,1,-99,-99
2,USA,AFRICAN-AMERICANS,BLA,201,1943,1,0,6,1,1,-99,-99
2,USA,AFRICAN-AMERICANS,BLA,201,1944,1,0,6,1,1,-99,-99
2,USA,AFRICAN-AMERICANS,BLA,201,1945,1,0,6,1,1,-99,0
2,USA,AFRICAN-AMERICANS,BLA,201,1946,1,0,6,1,1,-99,0
2,USA,AFRICAN-AMERICANS,BLA,201,1947,1,0,6,1,1,-99,0
2,USA,AFRICAN-AMERICANS,BLA,201,1948,1,0,6,1,1,-99,0
2,USA,AFRICAN-AMERICANS,BLA,201,1949,1,0,6,1,1,-99,0
2,USA,AFRICAN-AMERICANS,BLA,201,1950,1,0,6,1,1,-99,0
2,USA,AFRICAN-AMERICANS,BLA,201,1951,1,0,6,1,1,-99,0
2,USA,AFRICAN-AMERICANS,BLA,201,1952,1,0,6,1,1,-99,0
2,USA,AFRICAN-AMERICANS,BLA,201,1953,1,0,6,1,1,-99,0
2,USA,AFRICAN-AMERICANS,BLA,201,1954,1,0,6,1,1,-99,0
2,USA,AFRICAN-AMERICANS,BLA,201,1955,1,0,6,1,1,-99,0
2,USA,AFRICAN-AMERICANS,BLA,201,1956,1,0,6,1,1,-99,0
2,USA,AFRICAN-AMERICANS,BLA,201,1957,1,0,6,1,1,-99,0
2,USA,AFRICAN-AMERICANS,BLA,201,1958,1,0,6,1,1,-99,0
2,USA,AFRICAN-AMERICANS,BLA,201,1959,1,0,6,1,1,-99,0
2,USA,AFRICAN-AMERICANS,BLA,201,1960,1,0,6,1,1,-99,0
2,USA,AFRICAN-AMERICANS,BLA,201,1961,1,0,6,1,1,-99,1
2,USA,AFRICAN-AMERICANS,BLA,201,1962,1,0,6,1,1,-99,1
2,USA,AFRICAN-AMERICANS,BLA,201,1963,1,0,6,1,1,-99,2
2,USA,AFRICAN-AMERICANS,BLA,201,1964,1,0,6,1,1,-99,2
2,USA,AFRICAN-AMERICANS,BLA,201,1965,1,0,6,1,1,-99,3
2,USA,AFRICAN-AMERICANS,BLA,201,1966,1,0,6,1,1,-99,3
2,USA,AFRICAN-AMERICANS,BLA,201,1967,1,0,6,1,1,-99,3
2,USA,AFRICAN-AMERICANS,BLA,201,1968,1,0,6,1,1,-99,2
2,USA,AFRICAN-AMERICANS,BLA,201,1969,1,0,6,1,1,-99,2
2,USA,AFRICAN-AMERICANS,BLA,201,1970,1,0,6,1,1,-99,2
2,USA,AFRICAN-AMERICANS,BLA,201,1971,1,0,6,1,1,-99,2
2,USA,AFRICAN-AMERICANS,BLA,201,1972,1,0,6,1,1,-99,1
2,USA,AFRICAN-AMERICANS,BLA,201,1973,1,0,6,1,1,-99,1
2,USA,AFRICAN-AMERICANS,BLA,201,1974,1,0,6,1,1,-99,0
2,USA,AFRICAN-AMERICANS,BLA,201,1975,1,0,6,1,1,-99,0
2,USA,AFRICAN-AMERICANS,BLA,201,1976,1,0,6,1,1,-99,0
2,USA,AFRICAN-AMERICANS,BLA,201,1977,1,0,6,1,1,-99,0
2,USA,AFRICAN-AMERICANS,BLA,201,1978,1,0,6,1,1,-99,0
2,USA,AFRICAN-AMERICANS,BLA,201,1979,1,0,6,1,1,-99,0
2,USA,AFRICAN-AMERICANS,BLA,201,1980,1,0,6,1,1,-99,0
2,USA,AFRICAN-AMERICANS,BLA,201,1981,1,0,6,1,1,-99,0
2,USA,AFRICAN-AMERICANS,BLA,201,1982,1,0,6,1,1,-99,0
2,USA,AFRICAN-AMERICANS,BLA,201,1983,1,0,6,1,1,-99,0
2,USA,AFRICAN-AMERICANS,BLA,201,1984,1,0,6,1,1,-99,0
2,USA,AFRICAN-AMERICANS,BLA,201,1985,1,0,6,1,1,0,0
2,USA,AFRICAN-AMERICANS,BLA,201,1986,1,0,6,1,1,0,0
2,USA,AFRICAN-AMERICANS,BLA,201,1987,1,0,6,1,1,0,0
2,USA,AFRICAN-AMERICANS,BLA,201,1988,1,0,6,1,1,0,0
2,USA,AFRICAN-AMERICANS,BLA,201,1989,1,0,6,1,1,0,0
2,USA,AFRICAN-AMERICANS,BLA,201,1990,1,0,6,1,1,0,0
2,USA,AFRICAN-AMERICANS,BLA,201,1991,1,0,6,1,1,0,0
2,USA,AFRICAN-AMERICANS,BLA,201,1992,1,0,6,1,1,0,0
2,USA,AFRICAN-AMERICANS,BLA,201,1993,1,0,6,1,1,0,0
2,USA,AFRICAN-AMERICANS,BLA,201,1994,1,0,6,1,1,0,0
2,USA,AFRICAN-AMERICANS,BLA,201,1995,1,0,6,1,1,0,0
2,USA,AFRICAN-AMERICANS,BLA,201,1996,1,0,6,1,1,0,-99
2,USA,AFRICAN-AMERICANS,BLA,201,1997,1,0,6,1,1,0,-99
2,USA,AFRICAN-AMERICANS,BLA,201,1998,1,0,6,1,1,0,-99
2,USA,AFRICAN-AMERICANS,BLA,201,1999,1,0,6,1,1,0,-99
2,USA,AFRICAN-AMERICANS,BLA,201,2000,1,0,6,1,1,0,-99
2,USA,AFRICAN-AMERICANS,BLA,201,2001,-99,0,-99,1,1,0,-99
2,USA,AFRICAN-AMERICANS,BLA,201,2002,-99,0,-99,1,1,0,-99
2,USA,AFRICAN-AMERICANS,BLA,201,2003,-99,0,-99,1,1,0,-99
2,USA,HISPANICS,HIS,202,1940,1,2,10,1,0,-99,-99
2,USA,HISPANICS,HIS,202,1941,1,2,10,1,0,-99,-99
2,USA,HISPANICS,HIS,202,1942,1,2,10,1,0,-99,-99
2,USA,HISPANICS,HIS,202,1943,1,2,10,1,0,-99,-99
2,USA,HISPANICS,HIS,202,1944,1,2,10,1,0,-99,-99
2,USA,HISPANICS,HIS,202,1945,1,2,10,1,0,-99,0
2,USA,HISPANICS,HIS,202,1946,1,2,10,1,0,-99,0
2,USA,HISPANICS,HIS,202,1947,1,2,10,1,0,-99,0
2,USA,HISPANICS,HIS,202,1948,1,2,10,1,0,-99,1
2,USA,HISPANICS,HIS,202,1949,1,2,10,1,0,-99,1
2,USA,HISPANICS,HIS,202,1950,1,2,10,1,0,-99,1
2,USA,HISPANICS,HIS,202,1951,1,2,10,1,0,-99,1
2,USA,HISPANICS,HIS,202,1952,1,2,10,1,0,-99,1
2,USA,HISPANICS,HIS,202,1953,1,2,10,1,0,-99,0
2,USA,HISPANICS,HIS,202,1954,1,2,10,1,0,-99,0
2,USA,HISPANICS,HIS,202,1955,1,2,10,1,0,-99,0
2,USA,HISPANICS,HIS,202,1956,1,2,10,1,0,-99,0
2,USA,HISPANICS,HIS,202,1957,1,2,10,1,0,-99,0
2,USA,HISPANICS,HIS,202,1958,1,2,10,1,0,-99,0
2,USA,HISPANICS,HIS,202,1959,1,2,10,1,0,-99,0
2,USA,HISPANICS,HIS,202,1960,1,2,10,1,0,-99,0
2,USA,HISPANICS,HIS,202,1961,1,2,10,1,0,-99,0
2,USA,HISPANICS,HIS,202,1962,1,2,10,1,0,-99,0
2,USA,HISPANICS,HIS,202,1963,1,2,10,1,0,-99,0
2,USA,HISPANICS,HIS,202,1964,1,2,10,1,0,-99,0
2,USA,HISPANICS,HIS,202,1965,1,2,10,1,0,-99,0
2,USA,HISPANICS,HIS,202,1966,1,2,10,1,0,-99,0
2,USA,HISPANICS,HIS,202,1967,1,2,10,1,0,-99,0
2,USA,HISPANICS,HIS,202,1968,1,2,10,1,0,-99,1
2,USA,HISPANICS,HIS,202,1969,1,2,10,1,0,-99,1
2,USA,HISPANICS,HIS,202,1970,1,2,10,1,0,-99,1
2,USA,HISPANICS,HIS,202,1971,1,2,10,1,0,-99,1
2,USA,HISPANICS,HIS,202,1972,1,2,10,1,0,-99,1
2,USA,HISPANICS,HIS,202,1973,1,2,10,1,0,-99,2
2,USA,HISPANICS,HIS,202,1974,1,2,10,1,0,-99,2
2,USA,HISPANICS,HIS,202,1975,1,2,10,1,0,-99,2
2,USA,HISPANICS,HIS,202,1976,1,2,10,1,0,-99,2
2,USA,HISPANICS,HIS,202,1977,1,2,10,1,0,-99,2
2,USA,HISPANICS,HIS,202,1978,1,2,10,1,0,-99,1
2,USA,HISPANICS,HIS,202,1979,1,2,10,1,0,-99,1
2,USA,HISPANICS,HIS,202,1980,1,2,10,1,0,-99,1
2,USA,HISPANICS,HIS,202,1981,1,2,10,1,0,-99,1
2,USA,HISPANICS,HIS,202,1982,1,2,10,1,0,-99,1
2,USA,HISPANICS,HIS,202,1983,1,2,10,1,0,-99,2
2,USA,HISPANICS,HIS,202,1984,1,2,10,1,0,-99,2
2,USA,HISPANICS,HIS,202,1985,1,2,10,1,0,1,2
2,USA,HISPANICS,HIS,202,1986,1,2,10,1,0,2,2
2,USA,HISPANICS,HIS,202,1987,1,2,10,1,0,2,2
2,USA,HISPANICS,HIS,202,1988,1,2,10,1,0,1,1
2,USA,HISPANICS,HIS,202,1989,1,2,10,1,0,1,1
2,USA,HISPANICS,HIS,202,1990,1,2,10,1,0,1,1
2,USA,HISPANICS,HIS,202,1991,1,2,10,1,0,1,1
2,USA,HISPANICS,HIS,202,1992,1,2,10,1,0,1,1
2,USA,HISPANICS,HIS,202,1993,1,2,10,1,0,0,0
2,USA,HISPANICS,HIS,202,1994,1,2,10,1,0,0,0
2,USA,HISPANICS,HIS,202,1995,1,2,10,1,0,0,0
2,USA,HISPANICS,HIS,202,1996,1,2,10,1,0,0,-99
2,USA,HISPANICS,HIS,202,1997,1,2,10,1,0,0,-99
2,USA,HISPANICS,HIS,202,1998,1,2,10,1,0,0,-99
2,USA,HISPANICS,HIS,202,1999,1,2,10,1,0,0,-99
2,USA,HISPANICS,HIS,202,2000,1,2,10,1,0,0,-99
2,USA,HISPANICS,HIS,202,2001,-99,2,-99,1,0,0,-99
2,USA,HISPANICS,HIS,202,2002,-99,2,-99,1,0,0,-99
2,USA,HISPANICS,HIS,202,2003,-99,2,-99,1,0,0,-99
2,USA,NATIVE AMERICANS,IND,203,1940,2,3,8,0,0,-99,-99
2,USA,NATIVE AMERICANS,IND,203,1941,2,3,8,0,0,-99,-99
2,USA,NATIVE AMERICANS,IND,203,1942,2,3,8,0,0,-99,-99
2,USA,NATIVE AMERICANS,IND,203,1943,2,3,8,0,0,-99,-99
2,USA,NATIVE AMERICANS,IND,203,1944,2,3,8,0,0,-99,-99
2,USA,NATIVE AMERICANS,IND,203,1945,2,3,8,0,0,-99,0
2,USA,NATIVE AMERICANS,IND,203,1946,2,3,8,0,0,-99,0
2,USA,NATIVE AMERICANS,IND,203,1947,2,3,8,0,0,-99,0
2,USA,NATIVE AMERICANS,IND,203,1948,2,3,8,0,0,-99,0
2,USA,NATIVE AMERICANS,IND,203,1949,2,3,8,0,0,-99,0
2,USA,NATIVE AMERICANS,IND,203,1950,2,3,8,0,0,-99,0
2,USA,NATIVE AMERICANS,IND,203,1951,2,3,8,0,0,-99,0
2,USA,NATIVE AMERICANS,IND,203,1952,2,3,8,0,0,-99,0
2,USA,NATIVE AMERICANS,IND,203,1953,2,3,8,0,0,-99,0
2,USA,NATIVE AMERICANS,IND,203,1954,2,3,8,0,0,-99,0
2,USA,NATIVE AMERICANS,IND,203,1955,2,3,8,0,0,-99,0
2,USA,NATIVE AMERICANS,IND,203,1956,2,3,8,0,0,-99,0
2,USA,NATIVE AMERICANS,IND,203,1957,2,3,8,0,0,-99,0
2,USA,NATIVE AMERICANS,IND,203,1958,2,3,8,0,0,-99,0
2,USA,NATIVE AMERICANS,IND,203,1959,2,3,8,0,0,-99,0
2,USA,NATIVE AMERICANS,IND,203,1960,2,3,8,0,0,-99,0
2,USA,NATIVE AMERICANS,IND,203,1961,2,3,8,0,0,-99,0
2,USA,NATIVE AMERICANS,IND,203,1962,2,3,8,0,0,-99,0
2,USA,NATIVE AMERICANS,IND,203,1963,2,3,8,0,0,-99,0
2,USA,NATIVE AMERICANS,IND,203,1964,2,3,8,0,0,-99,0
2,USA,NATIVE AMERICANS,IND,203,1965,2,3,8,0,0,-99,0
2,USA,NATIVE AMERICANS,IND,203,1966,2,3,8,0,0,-99,1
2,USA,NATIVE AMERICANS,IND,203,1967,2,3,8,0,0,-99,1
2,USA,NATIVE AMERICANS,IND,203,1968,2,3,8,0,0,-99,2
2,USA,NATIVE AMERICANS,IND,203,1969,2,3,8,0,0,-99,2
2,USA,NATIVE AMERICANS,IND,203,1970,2,3,8,0,0,-99,3
2,USA,NATIVE AMERICANS,IND,203,1971,2,3,8,0,0,-99,2
2,USA,NATIVE AMERICANS,IND,203,1972,2,3,8,0,0,-99,2
2,USA,NATIVE AMERICANS,IND,203,1973,2,3,8,0,0,-99,1
2,USA,NATIVE AMERICANS,IND,203,1974,2,3,8,0,0,-99,1
2,USA,NATIVE AMERICANS,IND,203,1975,2,3,8,0,0,-99,0
2,USA,NATIVE AMERICANS,IND,203,1976,2,3,8,0,0,-99,0
2,USA,NATIVE AMERICANS,IND,203,1977,2,3,8,0,0,-99,0
2,USA,NATIVE AMERICANS,IND,203,1978,2,3,8,0,0,-99,0
2,USA,NATIVE AMERICANS,IND,203,1979,2,3,8,0,0,-99,0
2,USA,NATIVE AMERICANS,IND,203,1980,2,3,8,0,0,-99,0
2,USA,NATIVE AMERICANS,IND,203,1981,2,3,8,0,0,-99,0
2,USA,NATIVE AMERICANS,IND,203,1982,2,3,8,0,0,-99,0
2,USA,NATIVE AMERICANS,IND,203,1983,2,3,8,0,0,-99,0
2,USA,NATIVE AMERICANS,IND,203,1984,2,3,8,0,0,-99,0
2,USA,NATIVE AMERICANS,IND,203,1985,2,3,8,0,0,0,0
2,USA,NATIVE AMERICANS,IND,203,1986,2,3,8,0,0,0,0
2,USA,NATIVE AMERICANS,IND,203,1987,2,3,8,0,0,0,0
2,USA,NATIVE AMERICANS,IND,203,1988,2,3,8,0,0,0,0
2,USA,NATIVE AMERICANS,IND,203,1989,2,3,8,0,0,0,0
2,USA,NATIVE AMERICANS,IND,203,1990,2,3,8,0,0,0,0
2,USA,NATIVE AMERICANS,IND,203,1991,2,3,8,0,0,0,0
2,USA,NATIVE AMERICANS,IND,203,1992,2,3,8,0,0,0,0
2,USA,NATIVE AMERICANS,IND,203,1993,2,3,8,0,0,0,0
2,USA,NATIVE AMERICANS,IND,203,1994,2,3,8,0,0,0,0
2,USA,NATIVE AMERICANS,IND,203,1995,2,3,8,0,0,0,0
2,USA,NATIVE AMERICANS,IND,203,1996,2,3,8,0,0,0,-99
2,USA,NATIVE AMERICANS,IND,203,1997,2,3,8,0,0,0,-99
2,USA,NATIVE AMERICANS,IND,203,1998,2,3,8,0,0,0,-99
2,USA,NATIVE AMERICANS,IND,203,1999,2,3,8,0,0,0,-99
2,USA,NATIVE AMERICANS,IND,203,2000,2,3,8,0,0,0,-99
2,USA,NATIVE AMERICANS,IND,203,2001,-99,3,-99,1,0,0,-99
2,USA,NATIVE AMERICANS,IND,203,2002,-99,3,-99,1,0,0,-99
2,USA,NATIVE AMERICANS,IND,203,2003,-99,3,-99,1,0,0,-99
2,USA,NATIVE HAWAIIANS,NHW,204,1940,1,0,10,0,0,-99,-99
2,USA,NATIVE HAWAIIANS,NHW,204,1941,1,0,10,0,0,-99,-99
2,USA,NATIVE HAWAIIANS,NHW,204,1942,1,0,10,0,0,-99,-99
2,USA,NATIVE HAWAIIANS,NHW,204,1943,1,0,10,0,0,-99,-99
2,USA,NATIVE HAWAIIANS,NHW,204,1944,1,0,10,0,0,-99,-99
2,USA,NATIVE HAWAIIANS,NHW,204,1945,1,0,10,0,0,-99,0
2,USA,NATIVE HAWAIIANS,NHW,204,1946,1,0,10,0,0,-99,0
2,USA,NATIVE HAWAIIANS,NHW,204,1947,1,0,10,0,0,-99,0
2,USA,NATIVE HAWAIIANS,NHW,204,1948,1,0,10,0,0,-99,0
2,USA,NATIVE HAWAIIANS,NHW,204,1949,1,0,10,0,0,-99,0
2,USA,NATIVE HAWAIIANS,NHW,204,1950,1,0,10,0,0,-99,0
2,USA,NATIVE HAWAIIANS,NHW,204,1951,1,0,10,0,0,-99,0
2,USA,NATIVE HAWAIIANS,NHW,204,1952,1,0,10,0,0,-99,0
2,USA,NATIVE HAWAIIANS,NHW,204,1953,1,0,10,0,0,-99,0
2,USA,NATIVE HAWAIIANS,NHW,204,1954,1,0,10,0,0,-99,0
2,USA,NATIVE HAWAIIANS,NHW,204,1955,1,0,10,0,0,-99,0
2,USA,NATIVE HAWAIIANS,NHW,204,1956,1,0,10,0,0,-99,0
2,USA,NATIVE HAWAIIANS,NHW,204,1957,1,0,10,0,0,-99,0
2,USA,NATIVE HAWAIIANS,NHW,204,1958,1,0,10,0,0,-99,0
2,USA,NATIVE HAWAIIANS,NHW,204,1959,1,0,10,0,0,-99,0
2,USA,NATIVE HAWAIIANS,NHW,204,1960,1,0,10,0,0,-99,0
2,USA,NATIVE HAWAIIANS,NHW,204,1961,1,0,10,0,0,-99,0
2,USA,NATIVE HAWAIIANS,NHW,204,1962,1,0,10,0,0,-99,0
2,USA,NATIVE HAWAIIANS,NHW,204,1963,1,0,10,0,0,-99,0
2,USA,NATIVE HAWAIIANS,NHW,204,1964,1,0,10,0,0,-99,0
2,USA,NATIVE HAWAIIANS,NHW,204,1965,1,0,10,0,0,-99,0
2,USA,NATIVE HAWAIIANS,NHW,204,1966,1,0,10,0,0,-99,0
2,USA,NATIVE HAWAIIANS,NHW,204,1967,1,0,10,0,0,-99,0
2,USA,NATIVE HAWAIIANS,NHW,204,1968,1,0,10,0,0,-99,0
2,USA,NATIVE HAWAIIANS,NHW,204,1969,1,0,10,0,0,-99,0
2,USA,NATIVE HAWAIIANS,NHW,204,1970,1,0,10,0,0,-99,0
2,USA,NATIVE HAWAIIANS,NHW,204,1971,1,0,10,0,0,-99,0
2,USA,NATIVE HAWAIIANS,NHW,204,1972,1,0,10,0,0,-99,0
2,USA,NATIVE HAWAIIANS,NHW,204,1973,1,0,10,0,0,-99,0
2,USA,NATIVE HAWAIIANS,NHW,204,1974,1,0,10,0,0,-99,0
2,USA,NATIVE HAWAIIANS,NHW,204,1975,1,0,10,0,0,-99,0
2,USA,NATIVE HAWAIIANS,NHW,204,1976,1,0,10,0,0,-99,0
2,USA,NATIVE HAWAIIANS,NHW,204,1977,1,0,10,0,0,-99,0
2,USA,NATIVE HAWAIIANS,NHW,204,1978,1,0,10,0,0,-99,0
2,USA,NATIVE HAWAIIANS,NHW,204,1979,1,0,10,0,0,-99,0
2,USA,NATIVE HAWAIIANS,NHW,204,1980,1,0,10,0,0,-99,0
2,USA,NATIVE HAWAIIANS,NHW,204,1981,1,0,10,0,0,-99,0
2,USA,NATIVE HAWAIIANS,NHW,204,1982,1,0,10,0,0,-99,0
2,USA,NATIVE HAWAIIANS,NHW,204,1983,1,0,10,0,0,-99,0
2,USA,NATIVE HAWAIIANS,NHW,204,1984,1,0,10,0,0,-99,0
2,USA,NATIVE HAWAIIANS,NHW,204,1985,1,0,10,0,0,0,0
2,USA,NATIVE HAWAIIANS,NHW,204,1986,1,0,10,0,0,0,0
2,USA,NATIVE HAWAIIANS,NHW,204,1987,1,0,10,0,0,0,0
2,USA,NATIVE HAWAIIANS,NHW,204,1988,1,0,10,0,0,0,0
2,USA,NATIVE HAWAIIANS,NHW,204,1989,1,0,10,0,0,0,0
2,USA,NATIVE HAWAIIANS,NHW,204,1990,1,0,10,0,0,0,0
2,USA,NATIVE HAWAIIANS,NHW,204,1991,1,0,10,0,0,0,0
2,USA,NATIVE HAWAIIANS,NHW,204,1992,1,0,10,0,0,0,0
2,USA,NATIVE HAWAIIANS,NHW,204,1993,1,0,10,0,0,0,0
2,USA,NATIVE HAWAIIANS,NHW,204,1994,1,0,10,0,0,0,0
2,USA,NATIVE HAWAIIANS,NHW,204,1995,1,0,10,0,0,0,0
2,USA,NATIVE HAWAIIANS,NHW,204,1996,1,0,10,0,0,0,-99
2,USA,NATIVE HAWAIIANS,NHW,204,1997,1,0,10,0,0,0,-99
2,USA,NATIVE HAWAIIANS,NHW,204,1998,1,0,10,0,0,0,-99
2,USA,NATIVE HAWAIIANS,NHW,204,1999,1,0,10,0,0,0,-99
2,USA,NATIVE HAWAIIANS,NHW,204,2000,1,0,10,0,0,0,-99
2,USA,NATIVE HAWAIIANS,NHW,204,2001,-99,0,-99,0,0,0,-99
2,USA,NATIVE HAWAIIANS,NHW,204,2002,-99,0,-99,0,0,0,-99
2,USA,NATIVE HAWAIIANS,NHW,204,2003,-99,0,-99,0,0,0,-99
20,CANADA,QUEBECOIS,QEB,2001,1940,1,3,4,0,0,-99,-99
20,CANADA,QUEBECOIS,QEB,2001,1941,1,3,4,0,0,-99,-99
20,CANADA,QUEBECOIS,QEB,2001,1942,1,3,4,0,0,-99,-99
20,CANADA,QUEBECOIS,QEB,2001,1943,1,3,4,0,0,-99,-99
20,CANADA,QUEBECOIS,QEB,2001,1944,1,3,4,0,0,-99,-99
20,CANADA,QUEBECOIS,QEB,2001,1945,1,3,4,0,0,-99,0
20,CANADA,QUEBECOIS,QEB,2001,1946,1,3,4,0,0,-99,0
20,CANADA,QUEBECOIS,QEB,2001,1947,1,3,4,0,0,-99,0
20,CANADA,QUEBECOIS,QEB,2001,1948,1,3,4,0,0,-99,0
20,CANADA,QUEBECOIS,QEB,2001,1949,1,3,4,0,0,-99,0
20,CANADA,QUEBECOIS,QEB,2001,1950,1,3,4,0,0,-99,0
20,CANADA,QUEBECOIS,QEB,2001,1951,1,3,4,0,0,-99,0
20,CANADA,QUEBECOIS,QEB,2001,1952,1,3,4,0,0,-99,0
20,CANADA,QUEBECOIS,QEB,2001,1953,1,3,4,0,0,-99,0
20,CANADA,QUEBECOIS,QEB,2001,1954,1,3,4,0,0,-99,0
20,CANADA,QUEBECOIS,QEB,2001,1955,1,3,4,0,0,-99,0
20,CANADA,QUEBECOIS,QEB,2001,1956,1,3,4,0,0,-99,0
20,CANADA,QUEBECOIS,QEB,2001,1957,1,3,4,0,0,-99,0
20,CANADA,QUEBECOIS,QEB,2001,1958,1,3,4,0,0,-99,1
20,CANADA,QUEBECOIS,QEB,2001,1959,1,3,4,0,0,-99,1
20,CANADA,QUEBECOIS,QEB,2001,1960,1,3,4,0,0,-99,1
20,CANADA,QUEBECOIS,QEB,2001,1961,1,3,4,0,0,-99,1
20,CANADA,QUEBECOIS,QEB,2001,1962,1,3,4,0,0,-99,1
20,CANADA,QUEBECOIS,QEB,2001,1963,1,3,4,0,0,-99,2
20,CANADA,QUEBECOIS,QEB,2001,1964,1,3,4,0,0,-99,2
20,CANADA,QUEBECOIS,QEB,2001,1965,1,3,4,0,0,-99,2
20,CANADA,QUEBECOIS,QEB,2001,1966,1,3,4,0,0,-99,2
20,CANADA,QUEBECOIS,QEB,2001,1967,1,3,4,0,0,-99,2
20,CANADA,QUEBECOIS,QEB,2001,1968,1,3,4,0,0,-99,2
20,CANADA,QUEBECOIS,QEB,2001,1969,1,3,4,0,0,-99,2
20,CANADA,QUEBECOIS,QEB,2001,1970,1,3,4,0,0,-99,2
20,CANADA,QUEBECOIS,QEB,2001,1971,1,3,4,0,0,-99,2
20,CANADA,QUEBECOIS,QEB,2001,1972,1,3,4,0,0,-99,1
20,CANADA,QUEBECOIS,QEB,2001,1973,1,3,4,0,0,-99,1
20,CANADA,QUEBECOIS,QEB,2001,1974,1,3,4,0,0,-99,0
20,CANADA,QUEBECOIS,QEB,2001,1975,1,3,4,0,0,-99,0
20,CANADA,QUEBECOIS,QEB,2001,1976,1,3,4,0,0,-99,0
20,CANADA,QUEBECOIS,QEB,2001,1977,1,3,4,0,0,-99,0
20,CANADA,QUEBECOIS,QEB,2001,1978,1,3,4,0,0,-99,0
20,CANADA,QUEBECOIS,QEB,2001,1979,1,3,4,0,0,-99,0
20,CANADA,QUEBECOIS,QEB,2001,1980,1,3,4,0,0,-99,0
20,CANADA,QUEBECOIS,QEB,2001,1981,1,3,4,0,0,-99,0
20,CANADA,QUEBECOIS,QEB,2001,1982,1,3,4,0,0,-99,0
20,CANADA,QUEBECOIS,QEB,2001,1983,1,3,4,0,0,-99,0
20,CANADA,QUEBECOIS,QEB,2001,1984,1,3,4,0,0,-99,0
20,CANADA,QUEBECOIS,QEB,2001,1985,1,3,4,0,0,0,0
20,CANADA,QUEBECOIS,QEB,2001,1986,1,3,4,0,0,0,0
20,CANADA,QUEBECOIS,QEB,2001,1987,1,3,4,0,0,0,0
20,CANADA,QUEBECOIS,QEB,2001,1988,1,3,4,0,0,0,0
20,CANADA,QUEBECOIS,QEB,2001,1989,1,3,4,0,0,0,0
20,CANADA,QUEBECOIS,QEB,2001,1990,1,3,4,0,0,0,0
20,CANADA,QUEBECOIS,QEB,2001,1991,1,3,4,0,0,0,0
20,CANADA,QUEBECOIS,QEB,2001,1992,1,3,4,0,0,0,0
20,CANADA,QUEBECOIS,QEB,2001,1993,1,3,4,0,0,0,0
20,CANADA,QUEBECOIS,QEB,2001,1994,1,3,4,0,0,0,0
20,CANADA,QUEBECOIS,QEB,2001,1995,1,3,4,0,0,0,0
20,CANADA,QUEBECOIS,QEB,2001,1996,1,3,4,0,0,0,-99
20,CANADA,QUEBECOIS,QEB,2001,1997,1,3,4,0,0,0,-99
20,CANADA,QUEBECOIS,QEB,2001,1998,1,3,4,0,0,0,-99
20,CANADA,QUEBECOIS,QEB,2001,1999,1,3,4,0,0,0,-99
20,CANADA,QUEBECOIS,QEB,2001,2000,1,3,4,0,0,0,-99
20,CANADA,QUEBECOIS,QEB,2001,2001,-99,3,-99,0,0,0,-99
20,CANADA,QUEBECOIS,QEB,2001,2002,-99,3,-99,0,0,0,-99
20,CANADA,QUEBECOIS,QEB,2001,2003,-99,3,-99,0,0,0,-99
20,CANADA,FRENCH CANADIANS,FCA,2002,1940,2,0,5,0,0,-99,-99
20,CANADA,FRENCH CANADIANS,FCA,2002,1941,2,0,5,0,0,-99,-99
20,CANADA,FRENCH CANADIANS,FCA,2002,1942,2,0,5,0,0,-99,-99
20,CANADA,FRENCH CANADIANS,FCA,2002,1943,2,0,5,0,0,-99,-99
20,CANADA,FRENCH CANADIANS,FCA,2002,1944,2,0,5,0,0,-99,-99
20,CANADA,FRENCH CANADIANS,FCA,2002,1945,2,0,5,0,0,-99,0
20,CANADA,FRENCH CANADIANS,FCA,2002,1946,2,0,5,0,0,-99,0
20,CANADA,FRENCH CANADIANS,FCA,2002,1947,2,0,5,0,0,-99,0
20,CANADA,FRENCH CANADIANS,FCA,2002,1948,2,0,5,0,0,-99,0
20,CANADA,FRENCH CANADIANS,FCA,2002,1949,2,0,5,0,0,-99,0
20,CANADA,FRENCH CANADIANS,FCA,2002,1950,2,0,5,0,0,-99,0
20,CANADA,FRENCH CANADIANS,FCA,2002,1951,2,0,5,0,0,-99,0
20,CANADA,FRENCH CANADIANS,FCA,2002,1952,2,0,5,0,0,-99,0
20,CANADA,FRENCH CANADIANS,FCA,2002,1953,2,0,5,0,0,-99,0
20,CANADA,FRENCH CANADIANS,FCA,2002,1954,2,0,5,0,0,-99,0
20,CANADA,FRENCH CANADIANS,FCA,2002,1955,2,0,5,0,0,-99,0
20,CANADA,FRENCH CANADIANS,FCA,2002,1956,2,0,5,0,0,-99,0
20,CANADA,FRENCH CANADIANS,FCA,2002,1957,2,0,5,0,0,-99,0
20,CANADA,FRENCH CANADIANS,FCA,2002,1958,2,0,5,0,0,-99,0
20,CANADA,FRENCH CANADIANS,FCA,2002,1959,2,0,5,0,0,-99,0
20,CANADA,FRENCH CANADIANS,FCA,2002,1960,2,0,5,0,0,-99,0
